Waka Flocka Flame,*PLwDoU3lYsMZtFCECqxRHI3QuBBeLHHhRH,rap...rapGame,"2,00","bbno$ & andrei  - mr. miyagi ft. waka flocka flame,zFxgKZmDHrM;Waka Flocka Flame - ""No Hands"" ft. Wale & Roscoe Dash (Official Video),skhxizRYxps;Waka Flocka Flame - "" For My Dawgs "",RPmIn0iD_mA;Stephen Marley - Scars On My Feet ft. Waka Flocka Flame,WmfgK5-xBUI;David Lindley - ""Bye Bye Love"" | Central Reggae,8eqQr4I_tJU;Waka Flocka Flame - Chris Paul John Wall ft Jimmy Da Rocket & Luh Shotta E,9juplkH_B0k;Waka Flocka Flame - Round Of Applause feat. Drake (Official HD Video),j5Z3KUOrhS0",,wakaflockaflame,,
Wiz Khalifa,*PL_bQ3bfYo9ZUyfRE8w95ZmOD7A0P25-SN,rap,,"Wiz Khalifa - Hopeless Romantic feat. Swae Lee [Official Music Video],9VH0fUABBjY;Wiz Khalifa Feat.Two-9 & Ty Dolla $ign - Full House (Official Video),V7m8oZeY-7k;Tekno - One Africa ft. Wiz Khalifa (Official Video),l_kl1upc3bs;Sizzla - Seize The Violence,nhT3CMupgzI;Wiz Khalifa - Fr Fr ft. Lil Skies (Dir. by @_ColeBennett_),d_rongCrYOE;Wiz Khalifa - Universal Studios (Official Video),YuV-Rg7wpbE;Wiz Khalifa - Sleep Feat. 6LACK,zk5fR9dohc0;Wiz Khalifa - Real Rich feat. Gucci Mane [Official Music Video],9nV9GNjXFDo;Joe Moses - Bag ft. Wiz Khalifa [Music Video],PDVVYw1kOr4;Wiz Khalifa - Hopeless Romantic feat. Swae Lee [Official Audio],Sf5CmbLtiew;Wiz Khalifa - What's the Play (Audio),urIn0X0s7R8;Wiz Khalifa - Rolling Papers 2 [Official Music Video],45ezpveOTT8;Dimitri Vegas & Like Mike ft. Wiz Khalifa - When I Grow Up (Official Music Video),a8Foq32Qr90;Wiz Khalifa ft. Smokepurpp - Captain Remix [Official Lyrics],jDmYkbEJGuI;Wiz Khalifa - James Bong [Official Lyrics],ya1xPotKrSM;Ricky P Ft. Wiz Khalifa - Life is a Dream,sZ_MI9Risz4;Wiz Khalifa - We Dem Boyz [Official Video],UX6K7waag5Q;Ty Dolla $ign - Drugs ft. Wiz Khalifa [Official Audio],223-2Jd5P6E;Wiz Khalifa - Something New feat. Ty Dolla $ign [Official Music Video],qxGapEwtq6g;Wiz Khalifa - Garage Talk (Official Video),34RhYeE42RE;Snapchat - Young Deji ft. Wiz Khalifa [Official Video],Lb0UaI51wRU;Baby Goth - Sugar ft. Wiz Khalifa,p98jHW14xt8;THEY. ft. Wiz Khalifa - What I Know Now,F8ccSMKnljA;Wiz Khalifa - See You Again ft. Charlie Puth (8D Audio 🎧),CEGscfSVJXc;Wiz Khalifa - Taylor [Official Video],fCHkzllTW0c;Wiz Khalifa - Hunnid Bands (official video) Prod. By Tay Keith,ziLFJzcSzQc;Juicy J feat. Wiz Khalifa - Smoke A Nigga,nBApNtVeLfs",,wizkhalifa,,
Tyga,*PLeRTJl0ikTyskHcpdeJ5QZL7N9t8eTYoY,rap,,"Tyga - Dip (Official Video) ft. Nicki Minaj,YyWru2XOiK0;Tyga - SWISH (Official Music Video),ScdQQfAjFTk;Tyga - Taste (Official Music Video) ft. Offset,LjxulQ1bEWg;Iggy Azalea (feat. Tyga) - Kream | Traducida al español & Lyrics,mZHqaxWT2s4;Iggy Azalea - Kream ft. Tyga (Official Music Video),t7lM7Bn16Zg;Tyga Ft. Offset - Taste,NcxQ0SWAUGI;Digital Sham Ft. Tyga - Taste (Remix) June 2018,QRXOQZ8-v9w;Chris Brown - Straight Up ft. Tyga (Music Video),GRm81IZm1AQ;Tyga - Temperature (Official Video),cgr_RN-1kcc;Tyga - Girls Have Fun (Official Video) ft. Rich The Kid G-Eazy,Y-fqWMaXb8A;Tyga - Goddamn (Official Video),6OLNQiYbGLQ;Tyga - Gabbana ft. Akon Wizkid,5rvlSHRt6dY;Tyga - Lightskin Lil Wayne (Official Video),5ju4JoN3ZKc;Tyga - Ayy Macarena (Official Video),obUHDyWFMi8",,tyga,,
Akala,*PLI7cIeip1vBvwuV-bmRBfgwMwVXEQk8Q1,rap,,undefined,,akala,,
Fun-Da-Mental,*PL1AYPIBtb1aGcWg4Ru8O_97BWkA74ehjW,rap,,"undefinedPNL - DA [Clip Officiel],9PODnRarD78;Daft Punk - Within,Q5l2ChAqRDg;Daft Punk - Human After All - Electroma,hrB-_nIer88undefined",,fun,da,mental
Ozuna,*PLGM93eHaQyn2y61uVeONUfWttBn7cNVSt,rap...rapGame,,"Ozuna - Luz Apaga feat. Lunay Rauw Alejandro & Lyanno (Video Oficial),TWsq3QPv_Oc;Ozuna - Se Preparó (Video Oficial) | Odisea,KWGrPNqz4uc;New Generation - Ti Koze Si Mwin (Clip Officiel),7uMVZsn4TE0;Ozuna - Quiero Mas Feat. Wisin y Yandel (Video Oficial),2rtWJpvElkQ;Ozuna - Devuélveme  ( Video Oficial ),HOoQCbZh4eo;Ozuna - Me Enamoras (Video Concept),fQMrE8_Pe_s;Ozuna - Coméntale Feat. Akon (Video Oficial),dG1my0cpTc8;NUEVO - Ozuna Feat Maluma Reykon  - Esta Soledad -  Reggaeton 2018,ScClgK72VA0;Ozuna - Como Tu,Czx-IxoqrU0;Ozuna - La Modelo Ft Cardi B (Video Oficial),X8sSXU-J8fI;Ozuna- BAILA BAILA BAILA (Video Oficial),32F2d-wj4Xw;Asesina Remix - Brytiago / Darell / Daddy Yankee / Ozuna / Anuel AA,-wgz-PgW8B4;Germaine - Tú Te Lo Pierdes,8nbAKH_zYeE;J. Balvin - Reggaeton (Official Video),6DHDIDgn2oA;MC IG - 30 Onça e 20 Peixe (GR6 Filmes),QEoMoZ_syhU;MC Ryan SP - Pique de Milionário (GR6 Filmes) DJ LK,YXBKDPDWEf0;MC Livinho - Companhia (GR6 Filmes) Perera DJ,NRrxXavC2k4;Massari - Tune In (Official Video) ft. Afrojack Beenie Man,Tutd1a21Tzc;Logun - Loving Guaranteed ""2018 Reggae"" (Official Audio),UDYMOix2bLM;Di Genius - Pick Up Freestyle [Dancehall],qojDYV40Sqk;Koba LaD - La C,PXNfg73vqn4;Yardycashflow - Unda Grung [Official Music Video HD],jjbu2IZ0rCg;Ozuna - Ibiza (Feat. Romeo Santos) (Audio Oficial),3jyy-1v-GgM;Ozuna - Se Soltó Ft Farruko (Video Oficial),0N4zeKgxLAw;Ozuna - Aura (Feat. Arthur Hanlon) (Audio Oficial),SrloZYkzyl8;Ozuna - El Farsante (Audio Oficial) | Odisea,6DRkf3kZMXw;Ozuna - Mi Dueña Ft. Towy,lkoEUcjnhcY;Don Omar ft. Ozuna - Es Algo Tímida,bpaC66GOFiQ;Carita De Angel - Ozuna (Video Concept),-zy3rUavjrU;Ozuna - Sígueme Los Pasos (Feat. J Balvin & Natti Natasha) (Audio Oficial),wykqGblj1og;Ozuna - Me Dijeron (Video Oficial),JW8_XcwsnOY;NUEVO - Ozuna - Ella y yo (Video Oficial)  Reggaeton 2018,Hn3OgVI4Dx4;Ozuna - Única (Video Oficial) 🐻 A U R A,Ck4xHocysLw;Bali Bandits - Lucky Chances (feat. KSHMR) [Official Audio],FvhBoG3nVUY;Ozuna - Vacía Sin Mí feat. Darell (Video Oficial),NlzbKxS0q5M;Ozuna - Baila Baila Baila (Remix) Feat. Daddy Yankee J Balvin  Farruko  Anuel AA (Audio Oficial),CsSgg_iZHz4;Ozuna - Te Soñé De Nuevo (Video Oficial),eKaD_-Tl544;Ozuna - Amor Genuino (Audio Oficial),jQkJMutvYkA;Ozuna - Hoy Aprendi Feat Daddy Yankee  Farruko  ( Remix - Mashups - Her David ),g2ssoNO-ufk;Lady Essence - Ruff Ryda (Official Music Video) ""2018 Soca"" (Barbados),Jwtn-IcVQzo;Ozuna - Hasta Que Salga El Sol | Cap.2 ( Video Oficial),8-BNyX1DOSo",,ozuna,,
XXXTENTACION,*PL-95FHe5Zg6c4V0dfmwHHei9e2hXvHU5b,rap...rapGame,,"Noah Cyrus - Again ft. XXXTENTACION (Official Video),G_SjnHwxWMU;XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO),GX8Hg6kWQYI;XXXTENTACION - Look At Me! (Audio),wJGcwEv7838;XXXTENTACION - SAD! (Official Music Video),iAeYPfrXwk4;XXXTENTACION - Jocelyn Flores (Audio),FAucVNRx_mU;Lil Wayne - Don’t Cry ft. XXXTENTACION,fkLLeOCOQ3w;XXXTENTACION ~ 17 (Album Medley) Cover KidTravisOfficial,PHm9ly82IAM;XXXTENTACION  - Royalty (Official Video) (feat. Ky-Mani Marley Stefflon Don & Vybz Kartel),009XGotXWCs;XXXTENTACION - HOPE (2018),A5SIqkWZLS8;XXXTENTACION - bad vibes forever (Audio) (feat. PnB Rock & Trippie Redd),i-DgvX9Yez4;XXXTENTACION - Hot Gyal (Official Video) (feat. Mavado & Tory Lanez),1H0qgCWlHjs",,xxxtentacion,,
Meek Mill,*PLgEFVNPXJhThJs5FS8d7pLz53b1VPDGkj,rap...rapGame,,"Meek Mill - Going Bad feat. Drake [Official Audio],T3lKEb0Cs94;Meek Mill - Gave Em Hope [Music Video],iDSrPabHsik;Meek Mill Feat. Migos - Contagious [Music Video],HejK-34rONY;Meek Mill - Pray For Em [Music Video],Iu9cEycLhMQ;T.I. - Jefe ft. Meek Mill,NalbryU_EK0;Meek Mill - Millidelphia (feat. Swizz Beats) [Official Audio],fcGIcU3TLtE;Meek Mill - Pablo Escobar (Music Video),8NlqwHxAYyc;Meek Mill - Stay Woke feat. Miguel (Official Audio),dVfdsBtXjQg;Meek Mill Ft. Nicki Minaj & Chris Brown - All Eyes On You (Official Video),ut9ThAbfde0;Cardi B - Revange Remix ft. Meek Mill (Official Video),X_7CyrFQ0tI;Meek Mill - Going Bad feat. Drake (Official Video),S1gp0m4B5p8;Meek Mill - Dangerous (feat. Jeremih & PnB Rock),stcIiJbwpio;Tory Lanez - DrIP DrIp Drip ft. Meek Mill,FR3GPARqdIg;Meek Mill - What's Free feat. Rick Ross & Jay Z [Official Audio],FpNWvxE9nXY;Meek Mill - Oodles O'Noodles Babies [Official Video],hOkqtkvxp-w;Meek Mill - Trauma (Official Video),DU2FWrxiGcI",,meekmill,,
YFN Lucci,*PLovgGWbgSsmAmIFAvtLuMHvBsHprLGAt9,rap...rapGame,,"YFN Lucci - All Night Long feat. Trey Songz [Official Video],r2GaPekM1OQ",,yfnlucci,,
Migos,*PLfQALVM3SEjLPDzDGOIw1Dh8eU8KQtHnq,rap...rapGame,,"Migos - ""Bad"" ft. Street Billionaires (Official Video),Sptr64R4OKE;Meek Mill Feat. Migos - Contagious [Music Video],HejK-34rONY;Migos - Bosses Don't Speak [Music Video],AUbbrUK-1hw;Migos- Narcos | HiiiKey Ayo & Teo Grim,1hidbybblYE;Migos - Narcos,unh8kWUuNt4;Migos - Is You Ready,VINnS6FKM54;Migos - Walk It Talk It ft. Drake,fGqdIPer-ms;Migos - Narcos (Audio),Xful8O9nTTs;Migos ft. Wiz Khalifa & Rae Sremmurd - Beamer (NEW 2018),gHV7y8h7K88;Migos - Stir Fry (Official),HI-mXMr8glQ;Migos - Notice Me (Audio) ft. Post Malone,vHZgnlZho50;Brvbus x Kaaris - Transfert,HMXCO6kzbb4;Migos - Cant 't Go Out Sad [Prod. By Ricky Racks] @beatbyjeff,Rqm_kRbWB-Y;Migos - Is You Ready (Audio/From ""Mile 22""),VINnS6FKM54;Gucci Mane - I Get The Bag feat. Migos [Official Music Video],uo14xGYwWd4",,migos,,
Post Malone,*PLegvV8yC11jYacAMlRXvasFH0dPuNsIRv,rap...rapGame,,"Post Malone - Psycho ft. Ty Dolla $ign,au2n7VVGv_c;Post Malone - No Time (NEW 2018),7MjIBHBfyac;Post Malone - Better Now,UYwF-jdcVjY;Dynamite Dylan ft. Post Malone - You (Official Video),bVtg4l1-eOM;Post Malone ft. 21 Savage - Rockstar (SKVNDV & WILD FUNK 2K18 REFLIP),eYQEobSmrFk;Post Malone Feat. Nicky Jam & Ozuna - rockstar Latin remix,qJKgfOUUrZo;POST MALONE - Broken Whiskey Glass -,jpelaelj14U;Post Malone - rockstar ft. 21 Savage (Steve Andreas Remix),3ctEWlAp5LU;Post Malone - Rockstar (Lyrics) ft. 21 Savage,louoxiUMBc0;Post Malone - rockstar ft. 21 Savage (Official Audio),4GFAZBKZVJY;MONDO GROSSO / ラビリンス,_2quiyHfJQw;Post Malone - ""Wow."" (Remix) feat Roddy Ricch & Tyga,lwWHn61Ty_A;Post Malone - ""Wow."" (Official Music Video),393C3pr2ioY;Post Malone - ""Wow."" Remix feat. Roddy Ricch & Tyga (Official Video),Em1uK7KKc6o;Post Malone - Go Flex,tQjsAJhsSw8;Post Malone - WOW (Alaskey Remix) 2019,hqNsB2g8sbk;Sam Feldt - Post Malone (feat. RANI) [Official Music Video],TewoJFN61mI;Post Malone - ""Goodbyes"" ft. Young Thug (Rated R),ba7mB8oueCY;Post Malone - Goodbyes ft. Young Thug (Rated PG),S4asq3SicN0;Sam Feldt - Post Malone (feat. RANI) [Joe Stone Remix] (Official Music Video),AbHTHrYGD5E;Sam Feldt - Post Malone (feat. RANI) (Friend Within Remix) [Official Music Video],uhS7LKDtNxU;Lil Pump ft. Chris Brown & Tyga - Post Malone (Music Video),h1bxr1JRoJQ;Post Malone - Die For Me (Audio) ft. Future Halsey,I_QpDE-Uco0;Post Malone - Take What You Want (Lyrics) ft. Ozzy Osbourne & Travis Scott,T_9c4pDQMOQ;Post Malone - Myself (Audio),gqthPT8vK7o;Post Malone - Saint-Tropez (Official Video),MRyLC2M1K2w;Sam Feldt - Post Malone (feat. RANI) [Club Mix] (Official Music Video),L6ZpPAeef7o;Post Malone - Circles,wXhTHyIgQ_U",,postmalone,,
A Boogie,*PLLQ4C_mDWRDRoc-dDb8gFtAGNzZQkq5Be,rap...rapGame,,undefined,,aboogie,,
J Balvin,*PL0XPfRbuGHYZ5tltFzgJB2KZ_6t14Q2wk,rap...rapGame,,"J. Balvin - Reggaeton,6DHDIDgn2oA;Enrique Iglesias ft. J Balvin - Mil Pedazos (New 2018) Music video Mashup,LUam9V8Jzcg;J. Balvin - Reggaeton (Official Video),6DHDIDgn2oA;Anitta - Veneno (Official Music Video),LoYYtYjB3h4;Byrd Villi - Jungle 12 - August 2018,DpkUvpbNtWc;J Balvin - En Mí (OFFICIAL COVER VIDEO),QQ32k5yqTmY;J Balvin - Snapchat (Live at BRUUTTAL),uhk9diAxpVY;J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Video Oficial),Km4BayZykwE;J. Balvin - La Rebelión,vfN_HealI84;J Balvin - Our Way Of Life Feat Ozuna, Farruko, Ky-Mani Marley (Oficial Mashups - Remix Her David),o4-JSTFUcLA;J Balvin - Our Way Of Life Feat Ozuna  Farruko  Ky-Mani Marley (Oficial Mashups - Remix Her David),o4-JSTFUcLA;J Balvin - Atrevido Feat. Maluma Luis Fonsi ( Video Oficial - Mashups Cover - Her David ),IwA26XUTYFM;J. Balvin - Blanco (Official Video),8j1xiiAZhIQ",,jbalvin,,
Wale,*PLMGEnkIQokJqdojC4UkDuLNXFhp-m25H5,rap...rapGame,,"Wale - Wale Performs Acapella Version of ""Ungrateful & Thankful"",-lUZKemLPJk;Wale - Black Bonnie (feat. Jacquees) (Official Video),KmR47_vyD2w;Kwesta - Spirit ft. Wale,P36O8dPuGDo;Rudeboy - Onyinye ft. Wale (Official Video),eV5Ocn3Thr0;Wale - On Chill (feat. Jeremih) [Official Music Video],iX9ICUr1yEw",,wale,,
Gucci Mane,*PLQo4-T96b_T4qPYlR7KE0PS8SLp6MoSeI,rap...rapGame,,"Gucci Mane - I'm Not Goin' (feat. Kevin Gates) [Official Music Video],DEIUzqLFNPM;Masicka - Stay Strong (Audio Video),L0Y5gkojzoA;Bums - Deh Yah Same Way - August 2018,7my9RBDzS80;Wiz Khalifa - Real Rich feat. Gucci Mane [Official Music Video],9nV9GNjXFDo;Gucci Mane - The Hood Classics [Full Mixtape + Download Link] [2011],rT1myrSIhes;Future Fambo - How We Living Remix ft. Gucci Mane,tbRevh-_sfs;Gucci Mane - Kept Back feat. Lil Pump [Official Music Video],DN6WWu_KEQs;Gucci Mane  - Curve (ft. The Weeknd),NVCqz2BDfcQ;Gucci Mane - Enormous feat. Ty Dolla $ign [Official Music Video],EW6TP7o_o5U;Dreezy - We Gon Ride ft. Gucci Mane,wIqJfixrJu8;Offset - Quarter Milli ft. Gucci Mane,Z51iEGMPQ9o;Le A - PMU,gyKtFyvb5Z8;Gucci Mane feat. Meek Mill ""Backwards"" Music Video BTS (WSHH Exclusive - Official Music Video),sp1EA-mpBwk;Quality Control Migos  Lil Yachty - ""Intro"" feat. Gucci Mane (Official Music Video),jf2bM4bjzUA;Gucci Mane - I Get The Bag feat. Migos [Official Music Video],uo14xGYwWd4;Gucci Mane - Big Booty feat. Megan Thee Stallion [Official Video],ypdY_UJUWpk;Gucci Mane - Big Booty feat. Megan Thee Stallion [Official Audio],b_Kx8tx88oQ;Gucci Mane - Bucking the System feat. Kevin Gates [Official Audio],d-AaaJuR7cU;Gucci Mane Ft. DaBaby & NBA YoungBoy ""Richer Than Errybody"" (Music Video),e8mEJ-mUiX0",,guccimane,,
Juicy J,*PLK-JT3Ii9QKBrQceo66nn0orLuFGYiusE,rap...rapGame,,"Juicy J - Neighbor (Official Video) ft. Travis Scott,WkSHRrFZFUA;Juicy J - Neighbor (Official Audio) ft. Travis Scott,9mLIVaHp4A4;Juicy J - Let Me See (Official Video) ft. Kevin Gates Lil Skies,p578E7tC9EA;Juicy J - One of Those Nights ft. The Weeknd (Explicit),VP7GNxLI9fM;Megan Thee Stallion - Simon Says ft. Juicy J (Official Audio),i2wX5fDoJXg;Juicy J feat. Wiz Khalifa - Smoke A Nigga,nBApNtVeLfs;Juicy J ft. Travis Scott - Neighbor (Official Video),WkSHRrFZFUA",,juicyj,,
Wu Tang Clan,*PL9uczDoXQxSaxoyw9Ye08vbTH7BkQDz0e,rap...rapGame,,undefined,,wutangclan,,
Lil Durk,*PL4n7yneXyGu11kEarEhiHzU3RIh6837GP,rap...rapGame,,"Lil Durk Feat. Young Dolph & Lil Baby ""Downfall"" (WSHH Exclusive - Official Music Video),jGMSBaMF7oc;Lil Durk Feat. Future ""Spin The Block"" (WSHH Exclusive - Official Audio),r-2ph_RyFD0;Lil Durk Feat. Valee ""Do The Most (Prod. by Young Chop) (WSHH Exclusive - Official Audio),kC7-EnVEuPg;Lil Durk Feat. YFN Lucci ""Dirty Diana"" (WSHH Exclusive - Official Audio),4cnOdkcOguU;Lil Durk - India (Official Music Video),2hDVOQdt6cg;Lil Durk - Die Slow feat. 21 Savage (Official Audio),5dVTGWbsvyY",,lildurk,,
Young Thug,*PL7sdy1jcOYJ1EuXxuQ9YOT07kRwTkjk47,rap...rapGame,,"Young Thug - Chanel (ft Gunna & Lil Baby) [Official Video],yCPCqbwfe58;Young Thug - Chanel (Go Get it) (ft. Gunna & Lil Baby) [Official Visualizer],da4Z0sgURMQ;Young Thug - Back Bone (Before Anythang),cYhZD6IA88g;Camila Cabello - Havana ft. Young Thug (Mr.UNKWN Remix),3ly_TBgIE0A;Young Thug - Climax (ft. 6LACK) [Official Audio],t5O4lLUSJL4;Young Thug - Sin (ft. Jaden Smith) [Official Audio],eHrGwEypJ2U;Young Thug - Dirty Shoes (ft. Gunna) [Official Video],8nxbrb3h8pE;Young Thug - On The Rvn (Full Album),_raT66kJTEA;Young Thug - Gain Clout [Official Video],WlkgstWUBgs;Young Thug - It's A Slime (ft. Lil Uzi Vert) [Official Visualizer],UuxyIZEGGbk;Young Thug Feat. Gunna ""Dirty Shoes"" (WSHH Exclusive - Official Audio),rFwywuxP6p0;Young Thug Feat. Lil Baby & Gunna ""Chanel (Go Get It)"" (WSHH Exclusive - Official Audio),ni4DfcZV8L8;Young Thug Feat. Lil Uzi Vert ""It's A Slime"" (WSHH Exclusive - Official Audio),O_yWnNNvLEk;Young Thug - Slimed In (ft. Nechie) [Official Visualizer],LT2bNg6-2eM;Young Thug - U Ain't Slime Enough (ft. Karlae & Duke) [Official Visualizer],jthTikpbNzI;Young Thug - Tsunami [Official Visualizer],DKdG7QzQCCI;Future ""Show My Chain Some Love"" ft. Young Thug (Music Video),4B8v2IHZ6ko;Young Thug - Up feat. Lil Uzi Vert [Official Music Video],OSAAGrnZt8Q;Swizz Beatz - 25 Soldiers ft. Young Thug,a8pVhWpujl4;Young Thug - You Said Feat. Quavo [New Song],dG3-FdSUQlI;NAV - Tussin ft. Young Thug (Official Audio),OrE7Zll82Gs;Young Thug - Halftime [Official Video],KyCTZ8c-trc;Young Thug - The London (ft. J. Cole & Travis Scott) [Official Audio],OKhT_6XtD7I;Davido - Crazy Love ft. Young Thug (Official Video),YhRv3rtHrd0;Post Malone - ""Goodbyes"" ft. Young Thug (Rated R),ba7mB8oueCY;Post Malone - Goodbyes ft. Young Thug (Rated PG),S4asq3SicN0;Young Thug - The London ft. J. Cole & Travis Scott [Official Video],G8Hp-AKrfm0;Young Thug - Surf ft. Gunna [Official Video],e0t9RpSje7w;Young Thug - Lil Baby (Official Audio),_fbFS2Yo-wE;Young Thug - ""Hercules"" (Prod. by Metro Boomin),2TOB2McGSVw;Young Thug - What's The Move ft. Lil Uzi Vert [Official Video],L32ZHlOqqGY;Young Thug - Hot ft. Gunna & Travis Scott [Official Video],leJNDpm_G10;Young Thug - Hot ft. Gunna & Travis Scott [Official Music Video],leJNDpm_G10;Young Thug - Hop Off a Jet ft. Travis Scott [Official Audio],6E5VX5ZqJps",,youngthug,,
Future,*PLJ6z_vXJKxu3dp6fxPJ6FKg0aYPoI9CeT,rap...rapGame,1,"Future - Mask Off (Reggae Remix by Sentinel X Irievibrations X Youngheart),sMsfSz-t678;Future - With You ft. Wizkid (Official Video),7826Kq1Ul3Y;Future - Crushed Up,YMrcUaI6NUA;*New* Tyga Ft Travis Scott 21 Savage & Gucci Mane (2018) ""Speedin"" (Explicit),6wCczgkJgO0;● Чёрная Татуха ●,YA7YnO2qXqs;Maroon 5 ft Future: Cold | Kizomba Remix by JP Beatz,eoRK3llzSME;Future - Blood On the Money (Official Music Video),2y-edrXIZjA;Future - Jumpin on a Jet,vJLr9mpcY8Q;Slightly Stoopid - Mellow Mood (feat. G.Love),HBh17_dmaFw;Galawasp Arcus - OHHH (Raw) October 2018,WA_UJnPgyB8;Future - Low Life (Official Music Video) ft. The Weeknd,K_9tX4eHztY;Future - Forgive Me Ft. 21 Savage (NEW 2018),iPpksW38opw;Future - RACKS BLUE (Official Audio),4N5x1HpiuJs;Future - 31 DAYS (Official Audio),rcTIq5mtRRM;Rick Ross - Green Gucci Suit ft. Future (Official Video),bV_QeJ3qLFk;Future - No Shame (Official Music Video from ""SUPERFLY"") ft. PARTYNEXTDOOR,y5SxNJSGDTw;Tory Lanez - Real Thing ft. Future,Udd6cR9va4s;A!sachie - Future - October 2018,YFMsdgqqujI;Future - Unicorn Purp (Audio) ft. Young Thug Gunna,TwOpW6dP7FU;Future - Stick to the Models (Audio),QAcHcuqY_rs;Future - Rocket Ship,88vIo2Dd0kc;Future - Feds Did a Sweep (Official Music Video),c8rzM_3wepE;Future - You Da Baddest (Official Music Video) ft. Nicki Minaj,2DBBb3_p8eg;Future - Extra Luv (Official Music Video) ft. YG,bgKJiXf5KkY;Future - First Off (Audio) ft. Travis Scott,BeYG-tboiOU;Future - Goin Dummi,EkwyWSAiUq4;Future - PIE (Official Music Video) ft. Chris Brown,obWywMv-N4k;Future - ""Promise U That"" Official Live Performance | Vevo,wq08GlOh1L4;Future - Never Stop (Official Music Video),nNS3ye93eZA;Future - ""Call The Coroner"" Official Live Performance | Vevo,TYYAtoZ-QeQ;Future - Goin Dummi (Official Music Video),EkwyWSAiUq4;Future - Jumpin on a Jet (Official Music Video),vJLr9mpcY8Q;Future - Crushed Up (Official Music Video),YMrcUaI6NUA;6LACK - East Atlanta Love Letter ft. Future (Official Music Video) ft. Future,VsLpPqyksec;Kaaris - Crystal ft. Future,kN09y8oiTrA;Future - XanaX Damage (Audio),E2M-6Ye32Ts;Future - Love Thy Enemies (Audio),HmMh6TaoQ8g;Future - Government Official,tR2q-L_XZkE;Future - Please Tell Me (Audio),lqwGshj-IoQ;Future - St. Lucia,EbxGAtxfs14;Future - 100 Shooters (Audio) ft. Meek Mill Doe Boy,kPqFxSmCPJc;Lil Baby - ""Out The Mud"" ft. Future (Official Music Video),aWotrzyK5GA;Future - Comin Out Strong (feat. The Weeknd) Music Video,NYivX_GnFUY;FKA twigs - holy terrain feat. Future,WEJRyBWpuvA;Doe Boy ft. Future - ""Most Wanted"" (Official Music Video),zYuPVJPzEAc;Future - 2Pac (Audio),sACqZlAp5bI;Future - Radical (Audio),Gox1TLaPzbc;Future - Codeine Crazy (Audio),O7eVICpL8FY;Tinashe ft. Future - Faded Love (Vertical Video),UOfgkkHEcfU;Future - Last Name (Official Music Video) ft. Lil Durk,TmZhesvByUg",,future,,
